OBJECTID,Lat,Long,Alt_ft,Tree_ID,Zone,Group_,Leaf_Fall,Common_Name,Genus,Species_Name,Family,Origin,Age_Class,CBH,DBH,Tree_Height_ft,Canopy_Radius_ft,Root_Zone_Infringement,Condition_Class,Priority,Intrest_Houses,Trust_Prop,Trust_Prop_Address,Champion_Tree,Memorial_Tree,Blue_Mtn_Native,Pacific_Slope_Native,Staked,Comments
75,46.072599,-118.331679,975,A75,A,Broadleaf,Deciduous,Catalpa,Catalpa,Catalpa bignonioides,Bignoniaceae,,4,7,2.3,12,6,0,Good,A Pollarded,,,,,,,,,
77,46.07254,-118.33015,981,B2,B,Broadleaf,Deciduous,Silver Maple,Acer,Acer saccharinum,Sapindaceae,,85-100,145,46.18,66,52,0.5,Poor,B,,,,,,,,,
78,46.07249,-118.33037,995,B3,B,Conifer,Evergreen,Bosnian Pine,Pinus,Pinus heldreichii,Pinaceae,,9,21,6.69,12,2.5,0,Good,A,,,,,,,,Yes,
79,46.07256,-118.33031,992,B4,B,Conifer,Evergreen,Bosnian Pine,Pinus,Pinus heldreichii,Pinaceae,,9,10,3.18,8,2,0,Fair,A,,,,,,,,,
81,46.07262,-118.33027,1004,B6,B,Broadleaf,Deciduous,Chestnut,Aesculus,Aesculus hippocastanum,Sapindaceae,,100,109,34.71,54,21,0,Good,A,,,,,,,,,
82,46.0727,-118.33033,991,B7,B,Broadleaf,Deciduous,Chestnut,Aesculus,Aesculus hippocastanum,Sapindaceae,,100,118,37.58,57,21,0,Good,A,,,,,,,,,
84,46.0728,-118.3303,982,B9,B,Conifer,Evergreen,Giant Sequioa,Sequoiadendron,Sequoiadendron giganteum,Cupressaceae,"western Sierra Nevada, California",17,59 (34),29.61,18,60,0,Good,B,,,,,,,x,,
85,46.07283,-118.3301,981,B10,B,Broadleaf,Deciduous,Caucasian Linden,Tilia,Tilia x euchlora,Tiliaceae,,50,86,27.38,42,22,0,Good,A,,,,,,,,,
86,46.07273,-118.33009,990,B11,B,Conifer,Evergreen,Colorado Spruce,Picea,Picea pungens,Pinaceae,Rocky Mountains,30-35,51,16.24,35,10,0,Good,B,,,,,,,,,
88,46.07274,-118.32997,1002,B13,B,Conifer,Evergreen,Juniper,Juniperus,Juniperus,Cupressaceae,,18,46,14.65,21,7,0,Good,B,,,,,,,,,
90,46.07287,-118.3298,982,B15,B,Broadleaf,Deciduous,English Hawthorne,Crataegus,Crataegus laevigata,Rosaceae,,30,27,8.6,27,9,0,Good,A,,,,,,,,,
91,46.07286,-118.3297,980,B16,B,Broadleaf,Deciduous,English Hawthorne,Crataegus,Crataegus laevigata,Rosaceae,,30,29,9.24,25,8,0,Good,A,,,,,,,,,
92,46.07288,-118.32957,1002,B17,B,Broadleaf,Deciduous,Red Oak,Quercus,Quercus rubra,Fagaceae,,30,43,13.69,36,10.5,0,Good,B,,,,,,,,,
93,46.07279,-118.32984,994,B18,B,Conifer,Evergreen,Spruce,Picea,Picea,Pinaceae,,10,20,6.37,7,4,0,Good,A,,,,,,,,,
94,46.07277,-118.32977,998,B19,B,Conifer,Evergreen,Pine,Pinus,Pinus,Pinaceae,,11,23,7.32,12,4,0,Good,B,,,,,,,,,
95,46.07278,-118.32968,1002,B20,B,Broadleaf,Deciduous,Tricolor Beech,Fagus,Fagus sylvatica 'Tricolor',Fagaceae,,6,8,2.55,11,1.5,0,Good,B,,,,,,,,,
97,46.07267,-118.32946,999,B22,B,Conifer,Evergreen,White Fir,Abies,Abies concolor,Pinaceae,western North America,15,31,9.87,20,6.5,0,Good,A,,,,,,,x,,
98,46.07271,-118.32948,992,B23,B,Broadleaf,Deciduous,Horse Chestnut,Aesculus,Aesculus hippocastanum,Sapindaceae,,40,86,27.38,45,23.5,0.25,Good,A,,,,,,,,,
99,46.07264,-118.32929,993,B24,B,Conifer,Evergreen,Pine,Pinus,Pinus,Pinaceae,,27,37,11.78,40,16,0,Fair,A,,,,,,,,,
100,46.07264,-118.32932,1012,B25,B,Conifer,Deciduous,Dawn Redwood,Metasequoia,Metasequoia glyptostroboides,Cupressaceae,China,27,46,14.65,40,11.5,0,Good,A,,,,,,,,,
101,46.07266,-118.32931,1007,B26,B,Conifer,Evergreen,Douglas Fir,Pseudotsuga,Pseudotsuga menziesii,Pinaceae,,27,59,18.8,60,16,0,Poor,A,,,,,,,x,,
103,46.07287,-118.32934,995,B28,B,Conifer,Evergreen,Colorado Spruce,Picea,Picea pungens,Pinaceae,Rocky Mountains,27,46,14.65,23,8,0,Good,A,,,,,,,,,
104,46.07289,-118.32937,994,B29,B,Conifer,Evergreen,Pine,Pinus,Pinus,Pinaceae,,27,45,14.33,40,140,0.5,Poor,A,,,,,,,,,
105,46.0729,-118.32923,1006,B30,B,Conifer,Deciduous,American Larch,Larix,Larix laricina,Pinaceae,,27,57,18.15,30,15,0.5,Good,A,,,,,,,,,
106,46.0729,-118.3291,1001,B31,B,Conifer,Evergreen,White fir,Abies,Abies concolor,Pinaceae,western North America,27,57,18.15,28,8,0.25,Good,A,,,,,,,,,
107,46.07292,-118.32904,997,B32,B,Conifer,Evergreen,False Cypress,Chamaecyparis,Chamaecyparis OR Cupressus,Cupressaceae,,27,60,19.11,35,7,0.25,Good,A,,,,,,,,,
108,46.07299,-118.32902,995,B33,B,Conifer,Evergreen,Spruce,Picea,Picea,Pinaceae,,25-30,30,9.55,30,6,0,Fair,A,,,,,,,,,
109,46.07294,-118.32898,996,B34,B,Conifer,Evergreen,Pine,Pinus,pinus,Pinaceae,,25-30,50,15.92,35,7,0,Fair,A,,,,,,,,,
111,46.0729,-118.32895,996,B36,B,Conifer,Evergreen,Pine,Pinus,Pinus,Pinaceae,,25-30,28,8.92,25,6.5,0,Poor,A,,,,,,,,,
112,46.07294,-118.32888,997,B37,B,Conifer,Evergreen,Engelmann Spruce,Picea,Picea engelmannii,Pinaceae,,45,52,16.56,45,9,0,Good,A,,,,,,,,,
113,46.07297,-118.32882,994,B38,B,Conifer,Evergreen,Western Red Cedar,Thuja,Thuja plicata,Cupressaceae,,40,58,18.47,42,12,0.5,Fair,A,,,,,,,,,
114,46.0729,-118.32863,974,B39,B,Broadleaf,Deciduous,Paper Birch,Betula,Betula papyrifera,Betulaceae,,45,79,25.16,45,20,0,Fair,A,,,,,,x,x,,
116,46.07301,-118.32817,987,B41,B,Broadleaf,Deciduous,Golden Rain Tree,Koelreuteria,Koelreuteria paniculata,Sapindaceae,E. Asia,45,129,41.08,35,17,0,Good,A,,,,,,,,,
117,46.07304,-118.32791,983,B42,B,Broadleaf,Deciduous,Japanese Tree Lilac,Syringa,Syringa reticulata,Oleaceae,,7,15,4.78,13,1.5,0,Good,A,,,,,,,,,
118,46.07304,-118.3279,984,B43,B,Broadleaf,Deciduous,Japanese Tree Lilac,Syringa,Syringa reticulata,Oleaceae,,7,14,4.46,13,2,0,Good,A,,,,,,,,,
119,46.07304,-118.3279,985,B44,B,Broadleaf,Deciduous,Japanese Tree Lilac,Syringa,Syringa reticulata,Oleaceae,,7,14,4.46,13,2,0,Good,A,,,,,,,,,
120,46.07304,-118.32774,986,B45,B,Broadleaf,Deciduous,Japanese Maple,Acer,Acer palmatum,Sapindaceae,,7,14,4.46,8,2,0,Good,A,,,,,,,,,
121,46.07283,-118.32794,1020,B46,B,Broadleaf,Deciduous,Japanese Maple,Acer,Acer palmatum,Sapindaceae,,8,10,3.18,,1.5,0,Fair,A,,,,,,,,,
122,46.07284,-118.32792,1039,B47,B,Conifer,Evergreen,Podocarpus,Podocarpus,Podocarpus,Podocarpaceae,,6,3,0.64,5,1.5,0,Fair,A,,,,,,,,,
123,46.07285,-118.32776,987,B48,B,Broadleaf,Deciduous,Japanese Maple,Acer,Acer palmatum,Sapindaceae,,7,11,3.5,8,3,0,Good,A,,,,,,,,,
124,46.07257,-118.32754,1003,B49,B,Broadleaf,Deciduous,Dogwood,Cornus,Cornus,Cornaceae,,7,11,3.5,13,3,0,Good,A,,,,,,,,,
125,46.0726,-118.3278,994,B50,B,Broadleaf,Deciduous,London Plane Tree,Platanus,Platanus x acerifolia,Platanaceae,Spain,75-85,127,40.44,80,36,0.4,Good,A,,,,,,,,,
126,46.07257,-118.32805,989,B51,B,Broadleaf,Deciduous,London Plane Tree,Platanus,Platanus x acerifolia,Platanaceae,Spain,75-85,139,44.27,80,39,0.5,Good,A,,,,,,,,,
127,46.07256,-118.32841,1000,B52,B,Broadleaf,Deciduous,London Plane Tree,Platanus,Platanus x acerifolia,Platanaceae,Spain,75-85,171,54.46,80,28,0.75,Good,A,,,,,,,,,
128,46.07247,-118.32865,1001,B53,B,Broadleaf,Deciduous,London Plane Tree,Platanus,Platanus x acerifolia,Platanaceae,Spain,75-85,135,42.99,80,51,0.5,Good,A,,,,,,,,No,
129,46.07243,-118.32885,1003,B54,B,Broadleaf,Deciduous,London Plane Tree,Platanus,Platanus x acerifolia,Platanaceae,Spain,75-85,142,45.22,80,37,0.15,Good,A,,,,,,,,,
131,46.07264,-118.32899,1026,B56,B,Conifer,Evergreen,Alaska Cedar,Callitropsis,Callitropsis nootkatensis,Cupressaceae,West Coast N. America,15,21,6.69,25,8,0,Good,A,,,,,,,,,
132,46.07266,-118.32896,1013,B57,B,Conifer,Evergreen,Colorado Spruce,Picea,Picea pungens,Pinaceae,Rocky Mountains,20,24,7.64,22,7,0.4,Good,A,,,,,,,,,
133,46.07265,-118.329,1014,B58,B,Conifer,Evergreen,Japanese Red Pine,Pinus,Pinus densiflora,Pinaceae,,25,27,8.6,20,7,0,Fair,A,,,,,,,,,
134,46.07197,-118.32953,975,B59,B,Conifer,Evergreen,Colorado Blue Spruce,Picea,Picea pungens 'Glauca',Pinaceae,Rocky Mountains,25,47,14.99,55,16,0,Good,A,,,,,,,,,
135,46.07261,-118.32905,945,B60,B,Conifer,Evergreen,Colorado Spruce,Picea,Picea pungens,Pinaceae,Rocky Mountains,25,39,12.42,15,8.5,0.15,Good,A,,,,,,,,,
136,46.07258,-118.32906,952,B61,B,Conifer,Evergreen,Bosnian Pine,Pinus,Pinus heldreichii,Pinaceae,,25,27,8.6,25,4,0.25,Good,A,,,,,,,,,
137,46.07258,-118.32916,1008,B62,B,Conifer,Evergreen,Western White Pine,Pinus,Pinus monticola,Pinaceae,,25,36,11.46,25,13,0.25,Fair,B,,,,,,,x,,
138,46.07254,-118.32911,1020,B63,B,Conifer,Evergreen,Western Red Ceder,Thuja,Thuja plicata,Cupressaceae,,25,56,17.83,50,14,0,Good,A,,,,,,,x,,
139,46.07255,-118.32915,1014,B64,B,Conifer,Evergreen,Pine,Pinus,Pinus,Pinaceae,,25,30,9.55,30,10,0.25,Poor,B,,,,,,,,,
140,46.07253,-118.3292,1012,B65,B,Broadleaf,Deciduous,Redbud,Cercis,Cercis,Fabaceae,,25,54,17.2,35,25,0.25,Fair,A,,,,,,,,,
142,46.07245,-118.32919,988,B67,B,Broadleaf,Deciduous,Maple,Acer,Acer,Sapindaceae,,25,12,3.82,20,7,0.25,Fair,B,,,,,,,,,
144,46.0723,-118.32907,1000,B69,B,Broadleaf,Deciduous,Red Maple,Acer,Acer rubrum,Sapindaceae,,10,32,10.19,30,9,0,Good,A,,,,,,,,,
145,46.07234,-118.32917,999,B70,B,Conifer,Evergreen,Giant Sequioa,Sequoiadendron,Sequoiadendron giganteum,Cupressaceae,"western Sierra Nevada, California",20,126,40.13,47,11,0,Good,A,,,,,,,x,,
146,46.07233,-118.32915,997,B71,B,Conifer,Evergreen,Giant Sequioa,Sequoiadendron,Sequoiadendron giganteum,Cupressaceae,"western Sierra Nevada, California",20,111,35.35,55,11.5,0,Good,B,,,,,,,x,,
147,46.07228,-118.32925,998,B72,B,Conifer,Evergreen,Giant Sequioa,Sequoiadendron,Sequoiadendron giganteum,Cupressaceae,"western Sierra Nevada, California",20,106,33.76,43,11.5,0,Good,B,,,,,,,x,,
148,46.07233,-118.32948,988,B73,B,Broadleaf,Deciduous,London Plane Tree,Platanus,Platanus occidentalis,Platanaceae,Eastern U.S. & Canada,85,127,40.44,89,38,0,Good,A,,,,,,,,,
149,46.07223,-118.32948,998,B74,B,Conifer,Deciduous,Western Larch (Tamarack),Larix,Larix occidentalis,Pinaceae,,12,21,6.69,20,5,0,Fair,B,,,,,,,x,next,
151,46.07205,-118.32943,1000,B76,B,Broadleaf,Deciduous,Tulip Tree,Liriodendron,Liriodendron tulipifera,Magnoliaceae,,10,26,8.28,20,7,0,Good,B,,,,,,,,,
152,46.07205,-118.32943,1000,B77,B,Conifer,Evergreen,Limber Pine,Pinus,Pinus flexilis,Pinaceae,Donated by Bob and Claire Carson,6,11,3.5,8,3.5,0,Good,A,,,,,,,x,next,
153,46.07203,-118.3295,1004,B78,B,Broadleaf,Deciduous,Tulip Tree,Liriodendron,Liriodendron tulipifera,Magnoliaceae,,10,30,9.55,20,10,0,Good,A,,,,,,,,No,
154,46.07227,-118.32964,1017,B79,B,Broadleaf,Deciduous,Japanese Maple,Acer,Acer palmatum,Sapindaceae,,22,26,8.28,15,15,0,Fair,A,,,,,,,,No,
155,46.07224,-118.32965,1001,B80,B,Broadleaf,Deciduous,Japanese Maple,Acer,Acer palmatum,Sapindaceae,,10,11,3.5,10,7,0,Good,A,,,,,,,,,
156,46.07221,-118.3296,1010,B81,B,Broadleaf,Deciduous,Japanese Maple,Acer,Acer palmatum,Sapindaceae,,10,12,3.82,12,5,0,Good,A,,,,,,,,,
157,46.07221,-118.32958,1005,B82,B,Conifer,Evergreen,Mountain Hemlock,Tsuga,Tsuga mertensiana,Pinaceae,,10,6,1.91,7,2,0,Good,A,,,,,,,x,,
158,46.07223,-118.3297,966,B83,B,Conifer,Evergreen,Mountain Hemlock,Tsuga,Tsuga mertensiana,Pinaceae,,10,7,2.3,8,2,0,Fair,A,,,,,,,x,,
160,46.07217,-118.32967,955,B85,B,Conifer,Evergreen,Colorado Spruce,Picea,Picea pungens,Pinaceae,Rocky Mountains,35,54,17.2,35,9,0,Good,A,,,,,,,,,
161,46.07203,-118.32962,1025,B86,B,Conifer,Evergreen,Scots Pine,Picea,Picea sylvestris,Pinaceae,,35,54,17.2,35,12,0,Good,A,,,,,,,,,
162,46.07203,-118.32961,982,B87,B,Conifer,Evergreen,Pine,Pinus,Pinus,Pinaceae,,10,11,3.5,7,4,0,Good,A,,,,,,,,,
163,46.07204,-118.32964,982,B88,B,Conifer,Evergreen,Pine,Pinus,Pinus,Pinaceae,,10,9,2.87,6,3.5,0,Good,A,,,,,,,,,
164,46.07204,-118.32965,981,B89,B,Conifer,Evergreen,Pine,Pinus,Pinus,Pinaceae,,10,11,3.5,7,4,0,Good,A,,,,,,,,,
165,46.07201,-118.32986,989,B90,B,Conifer,Evergreen,Pine,Pinus,Pinus,Pinaceae,,10,11,3.5,8,3.5,0,Fair,A,,,,,,,,,
166,46.07202,-118.32987,992,B91,B,Conifer,Evergreen,Pine,Pinus,Pinus,Pinaceae,,10,12,3.82,8,3.5,0,Fair,A,,,,,,,,,
167,46.07202,-118.32988,994,B92,B,Conifer,Evergreen,Pine,Pinus,Pinus,Pinaceae,,10,8,2.55,8,3.5,0,Fair,A,,,,,,,,,
168,46.07202,-118.32989,1002,B93,B,Broadleaf,Deciduous,Smoke Tree,Cotinus,Cotinus obovatus,Anacardiaceae,,35,65,20.7,20,11,0,Fair,B,,,,,,,,next,
169,46.07199,-118.32996,986,B94,B,Conifer,Evergreen,Pine,Pinus,Pinus,Pinaceae,,10,9,2.87,8,3.5,0,Fair,A,,,,,,,,,
170,46.07202,-118.32998,978,B95,B,Conifer,Evergreen,Limber Pine,Pinus,Pinus flexilis,Pinaceae,,15,31,9.87,25,5,0,Good,A,,,,,,,,,
171,46.07202,-118.32997,983,B96,B,Conifer,Evergreen,Limber Pine,Pinus,Pinus flexilis,Pinaceae,,15,36,11.46,30,5.5,0,Good,A,,,,,,,,,
172,46.07202,-118.33001,984,B97,B,Conifer,Evergreen,Pine,Pinus,Pinus,Pinaceae,,10,14,4.46,8,4,0,Good,A,,,,,,,,,
173,46.07203,-118.33007,987,B98,B,Conifer,Evergreen,Pine,Pinus,Pinus,Pinaceae,,10,16,5.1,8,3,0,Good,A,,,,,,,,,
174,46.07203,-118.3301,989,B99,B,Conifer,Evergreen,Pine,Pinus,Pinus,Pinaceae,,10,16,5.1,8,4,0,Good,A,,,,,,,,Yes,
180,46.07221,-118.33057,1006,B105,B,Broadleaf,Deciduous,Lavallei Hawthorn,Crataegus,Crataegus x lavallei,Rosaceae,,13,28,8.92,25,4,0,Good,A,,,,,,,,,
181,46.07227,-118.33052,1006,B106,B,Broadleaf,Deciduous,Lavallei Hawthorn,Crataegus,Crataegus x lavallei,Rosaceae,,13,23,7.32,25,6,0,Good,A,,,,,,,,,
182,46.07231,-118.33048,1003,B107,B,Broadleaf,Deciduous,Lavallei Hawthorn,Crataegus,Crataegus x lavallei,Rosaceae,,8,14,4.46,14,2,0,Good,A,,,,,,,,,
183,46.072925,-118.328995,1012,B108,B,Conifer,Evergreen,Spanish Fir,Abies,Abies pinsapo,Pinaceae,,3,2,0.64,2,1,0,Good,A,,,,,,,,,
184,46.072951,-118.328739,1038,B109,B,Broadleaf,Deciduous,Japanese Maple,Acer,Acer palmatum,Sapindaceae,,5,4,1.27,3,3,0,Good,A,,,,,,,,,
185,46.072255,-118.330505,1027,B110,B,Broadleaf,Deciduous,Persian Ironwood,Parrotia,Parrotia persica 'Ruby Vase',Hamamelidaceae,,6,8,2.55,7,4,0,Good,A,,,,,,,,,
186,46.072157,-118.330678,1027,B111,B,Broadleaf,Deciduous,Sweet Gum (seedless),Liquidambar,Liquidambar styraciflua,Altingiaceae,,5,5,1.6,7,1,0,Good,A,,,,,,,,,
187,46.072112,-118.330522,968,B112,B,Broadleaf,Deciduous,Persian Ironwood,Parrotia,Parrotia persica 'Ruby Vase',Hamamelidaceae,,5,7,2.3,9,2,0,Good,A,,,,,,,,,
188,46.072107,-118.330651,968,B113,B,Broadleaf,Deciduous,Paperbark Maple,Acer,Acer griseum,Sapindaceae,,5,5,1.6,8,2,0,Good,A,,,,,,,,,
189,46.072421,-118.329122,928,B114 ,B,Broadleaf,Deciduous,Flowering Cherry,Prunus ,Prunus sargenti 'Pink Flair',Rosaceae,,42957,6,1.91,8,2,0,Good,A,,,,,,,,,
190,46.072448,-118.328963,935,B115,B,Broadleaf,Deciduous,Gold Beech,Fagus ,Fagus sylvatica 'Dawyck Gold',Fagaceae,,7,4,1.24,7,2,0,Good,A,,,,,,,,,
191,46.072817,-118.329932,984,B116,B,Broadleaf,Deciduous,Yellowwood,Cladastris,Cladrastis lutea,Fabaceae,south eastern U.S.,8-10yrs,8,2.55,15,4,0,Good,A,,,,,,,,,
192,46.072664,-118.328663,590,B117,B,Broadleaf,Deciduous,Mullberry,Morus,Morus,Moraceae,,3,8,2.55,15,7,0,Good,A,,,,,,,,,
193,46.07283,-118.327355,980,B118,B,Conifer,Evergreen,Weeping Spruce,Picea,Picea glauca 'Pendula',Pinaceae,,,7,2.3,9,2,0,Good,A,,,,,,,,,
194,46.072803,-118.327376,983,B119,B,Conifer,Evergreen,Weeping Spruce,Picea,Picea glauca 'Pendula',Pinaceae,,,7,2.3,9,2,0,Good,A,,,,,,,,,
195,46.072833,-118.327322,982,B120,B,Conifer,Evergreen,Weeping Spruce,Picea,Picea glauca 'Pendula',Pinaceae,,,6,1.91,8,2,0,Good,A,,,,,,,,,
196,46.072843,-118.327397,984,B121,B,Conifer,Evergreen,Weeping Spruce,Picea,Picea glauca 'Pendula',Pinaceae,,,4,1.27,7,2,0,Good,A,,,,,,,,,
197,46.078799,-118.329375,1010,C1,C,Broadleaf,Deciduous,London Plane Tree,Platanus,Platanus occidentalis,Platanaceae,Eastern U.S. & Canada,75-80,120,38.22,90,46,0,Good,A,,,,,,,,,
198,46.078845,-118.329425,1000,C2,C,Broadleaf,Deciduous,Norway Maple,Acer,Acer platanoides,Sapindaceae,"Europe, W. Asia",40,68,21.66,35,22.5,0,Good,A,,,,,,,,,
199,46.0728,-118.32699,979,C3,C,Conifer,Evergreen,Giant Sequioa,Sequoiadendron,Sequoiadendron giganteum,Cupressaceae,"western Sierra Nevada, California",15,102,32.48,30,10.5,0,Good,B,,,,,,,,,
201,46.07274,-118.32677,1000,C5,C,Conifer,Evergreen,Mugo Pine,Pinus,Pinus mugo,Pinaceae,,30,33,10.51,18,7,0.5,Poor,B,,,,,,,,,
202,46.07261,-118.32682,997,C6,C,Broadleaf,Deciduous,Smoke Tree,Cotinus,Cotinus,Anacardiaceae,,15,38,12.1,20,11.5,0,Poor,B,,,,,,,,,
203,46.07258,-118.32674,989,C7,C,Broadleaf,Deciduous,Japanese Tree Lilac,Syringa,Syringa reticulata,Oleaceae,,7,5,6.05,9,2,0,good,B,,,,,,,,,
204,46.07254,-118.3268,996,C8,C,Broadleaf,Deciduous,Red Maple,Acer,Acer rubrum,Sapindaceae,,10,29,9.24,23,13,0,Good,A,,,,,,,,,
205,46.07248,-118.32701,1007,C9,C,Broadleaf,Deciduous,Beech,Fagus,Fagus sylvatica,Fagaceae,,6,15,4.78,15,3.5,0,Good,A,,,,,,,,,
206,46.07247,-118.327,1005,C10,C,Broadleaf,Deciduous,Beech,Fagus,Fagus sylvatica,Fagaceae,,6,18,5.73,17,4,0,Good,A,,,,,,,,,
207,46.07241,-118.32673,1000,C11,C,Broadleaf,Deciduous,Red Maple,Acer,Acer rubrum,Sapindaceae,,12,36,11.46,30,15,0,Good,A,,,,,,,,,
208,46.07238,-118.32673,991,C12,C,Broadleaf,Deciduous,Serviceberry,Amelanchier,Amelanchier,Rosaceae,,15,20,6.37,25,12.5,0.15,Good,B,,,,,,,,,
209,46.07234,-118.32662,994,C13,C,Broadleaf,Deciduous,Serviceberry,Amelanchier,Amelanchier,Rosaceae,,15,17,5.41,25,10,0.15,Good,B,,,,,,,,,
210,46.0723,-118.32695,1003,C14,C,Broadleaf,Deciduous,Norway Maple,Acer,Acer platanoides,Sapindaceae,"Europe, W. Asia",40,60,19.11,40,15,0,Good,A,,,,,,,,,
211,46.0722,-118.32687,961,C15,C,Broadleaf,Deciduous,Silver Maple,Acer,Acer saccharinum,Sapindaceae,,90,147,46.82,80,43,0,Fair,A,,,,,,,,No,
212,46.07222,-118.32677,976,C16,C,Broadleaf,Deciduous,Europen White Birch,Betula,Betula pendula,Betulaceae,,90,63,20.06,75,22,0,Fair,A,,,,,,,,,
213,46.07223,-118.32674,980,C17,C,Broadleaf,Deciduous,Bohal/Red Maple,Acer,Acer rubrum,Sapindaceae,,15,46,14.65,75,2,0,Good,A,,,,,,,,,
214,46.07222,-118.32665,974,C18,C,Broadleaf,Deciduous,Bohal/Red Maple,Acer,Acer rubrum,Sapindaceae,,15,48,15.29,70,11,0,Good,A,,,,,,,,,
215,46.07212,-118.32677,978,C19,C,Broadleaf,Deciduous,Silver Maple,Acer,Acer saccharinum,Sapindaceae,,90,195,62.1,80,25,0,Poor,A,,,,,,,,,
216,46.07209,-118.3268,976,C20,C,Broadleaf,Deciduous,Norway Maple,Acer,Acer platanoides 'Crimson King',Sapindaceae,"Europe, W. Asia",10,22,7,20,5,0,Fair,A,,,,,,,,,
218,46.072,-118.32672,992,C22,C,Broadleaf,Deciduous,Norway Maple,Acer,Acer platanoides,Sapindaceae,"Europe, W. Asia",10,22,7,20,7,0,Good,A,,,,,,,,,
219,46.07208,-118.32663,996,C23,C,Broadleaf,Deciduous,Star Magnolia,Magnolia,Magnolia stellata,Magnoliaceae,,10,14,4.46,15,4,0,Good,B,,,,,,,,,
220,46.07207,-118.3266,996,C24,C,Broadleaf,Deciduous,Star Magnolia,Magnolia,Magnolia stellata,Magnoliaceae,,10,19,6.05,9,4,0,Fair,B,,,,,,,,,
221,46.07194,-118.32659,1013,C25,C,Broadleaf,Deciduous,Black Locust,Robinia,Robinia pseudoacacia,Fabaceae,Eastern North America,90,119,37.99,65,18,0,Poor,A,,,,,,,,,
223,46.07185,-118.32677,1043,C27,C,Broadleaf,Deciduous,Norway Maple,Acer,Acer platanoides,Sapindaceae,"Europe, W. Asia",10,24,7.64,20,5,0,Fair,A,,,,,,,,,
224,46.07181,-118.32676,1003,C28,C,Broadleaf,Deciduous,Linden,Tilia,Tilia,Tiliaceae,,15,47,14.99,65,12,0,Fair,A,,,,,,,,,
225,46.07177,-118.32666,991,C29,C,Broadleaf,Deciduous,Linden,Tilia,Tilia,Tiliaceae,,15,48,15.29,60,12,0,Fair,A,,,,,,,,,
226,46.07174,-118.3267,996,C30,C,Broadleaf,Deciduous,Linden,Tilia,Tilia,Tiliaceae,,15,45,14.33,60,16,0,Fair,A,,,,,,,,,
227,46.0717,-118.32677,994,C31,C,Broadleaf,Deciduous,Norway Maple,Acer,Acer platanoides,Sapindaceae,"Europe, W. Asia",25,60,19.11,50,14,0,Fair,A,,,,,,,,,
228,46.07182,-118.32682,997,C32,C,Broadleaf,Deciduous,Norway Maple,Acer,Acer platanoides,Sapindaceae,"Europe, W. Asia",25,56,17.83,50,16,0,Fair,A,,,,,,,,,
229,46.07183,-118.32649,994,C33,C,Conifer,Evergreen,Giant Sequioa,Sequoiadendron,Sequoiadendron giganteum,Cupressaceae,"western Sierra Nevada, California",12,74,23.57,20,5.5,0,Good,A,,,,,,,,,
230,46.07177,-118.32639,996,C34,C,Conifer,Evergreen,Giant Sequioa,Sequoiadendron,Sequoiadendron giganteum,Cupressaceae,"western Sierra Nevada, California",12,80,25.48,20,8,0,Good,A,,,,,,,,,
231,46.07185,-118.32636,989,C35,C,Conifer,Evergreen,Western Hemlock,Tsuga,Tsuga heterophylla,Pinaceae,,15,36,11.46,30,9,0.25,Fair,A,,,,,,,,,
232,46.07189,-118.32657,1069,C36,C,Broadleaf,Deciduous,Beech,Fagus,Fagus,Fagaceae,N. hemisphere,7,19,6.05,20,2.5,0,Good,A,,,,,"Carl Schmitt (Class of 1956), dedicated in 2009 by the Blue Mountain Land Trust",,,,
233,46.07196,-118.3263,983,C37,C,Conifer,Evergreen,False Cypress,Chamaecyparis,Chamaecyparis,Cupressaceae,,15,41,13.06,30,11,0.1,Fair,A,,,,,,,,,
234,46.07196,-118.32631,983,C38,C,Conifer,Evergreen,False Cypress,Chamaecyparis,Chamaecyparis,Cupressaceae,,15,28,8.92,30,12,0.15,Fair,A,,,,,,,,,
235,46.07196,-118.32631,982,C39,C,Conifer,Evergreen,False Cypress,Chamaecyparis,Chamaecyparis,Cupressaceae,,15,42,13.38,30,10,0.1,Fair,A,,,,,,,,,
236,46.07212,-118.32628,1001,C40,C,Broadleaf,Deciduous,Beech,Fagus,Fagus,Fagaceae,N. hemisphere,20,28,8.92,35,13,0,Good,A,,,,,,,,,
237,46.07223,-118.32623,990,C41,C,Broadleaf,Deciduous,Norway Maple,Acer,Acer platanoides,Sapindaceae,"Europe, W. Asia",90,94,29.94,60,26.5,0.25,Good,A,,,,,,,,,
239,46.07239,-118.32636,1006,C43,C,Conifer,Evergreen,White Fir,Abies,Abies concolor,Pinaceae,western North America,35,55,17.52,45,12,0,Fair,A,,,,,,x,x,,
240,46.07242,-118.32633,1011,C44,C,Broadleaf,Deciduous,Beech,Fagus,Fagus,Fagaceae,N. hemisphere,25,45,14.33,45,12.5,0,Good,A,,,,,,,,,
242,46.07247,-118.32633,1029,C46,C,Conifer,Evergreen,Western Hemlock,Tsuga,Tsuga heterophylla,Pinaceae,,15,27,8.6,25,7,0.35,Good,A,,,,,,,x,,
245,46.07267,-118.32633,998,C49,C,Broadleaf,Deciduous,Lavallei Hawthorn,Crataegus,Crataegus x lavallei,Rosaceae,,10,22,7,23,7,0,Good,A,,,,,,,,,
